出表日期,報告年度,公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管佔比,職業災害人數及比率-人數,職業災害人數及比率-比率
"1120705","111","1240","茂生農經","835","689","679","577","10.00%","0人","0.00%"
"1120705","111","1259","安心","337","278","603","548","0.00%","0人","0.00%"
"1120705","111","1264","德麥","1077","933","831","704","11.11%","0人","0.00%"
"1120705","111","1268","漢來美食","588","508","550","462","34.36%","20人","1.21%"
"1120705","111","1336","台翰","1180","1044","760","591","16.67%","12人","0.85%"
"1120705","111","1565","精華","771","662","681","633","50.49%","18人","0.60%"
"1120705","111","1569","濱川","1380","1072","692","638","0.00%","0人","0.00%"
"1120705","111","1570","力肯","705","578","542","423","25.00%","0人","0.00%"
"1120705","111","1580","新麥","1258","1096","945","913","31.00%","3人","4.00%"
"1120705","111","1584","精剛","1011","826","688","634","29.00%","6人","4.05%"
"1120705","111","1586","和勤","646","525","535","476","23.00%","4人","0.12%"
"1120705","111","1591","駿吉-KY","","","","","40.00%","0人","0.00%"
"1120705","111","1593","祺驊","845","719","620","475","23.08%","0人","0.00%"
"1120705","111","1595","川寶","1216","1050","696","597","17.00%","0人","0.00%"
"1120705","111","1599","宏佳騰","726","620","557","515","29.50%","0人","0.00%"
"1120705","111","1742","台蠟","807","686","517","497","44.40%","0人","0.00%"
"1120705","111","1777","生泰","1003","871","886","778","42.00%","1人","0.48%"
"1120705","111","1781","合世","950","786","724","695","20.00%","0人","0.00%"
"1120705","111","1784","訊聯","1027","867","817","693","50.00%","0人","0.00%"
"1120705","111","1785","光洋科","1077","868","807","652","30.10%","6人","0.55%"
"1120705","111","1788","杏昌","1373","1207","1055","933","21.00%","0人","0.00%"
"1120705","111","1796","金穎生技","720","605","645","517","5.17%","21人","7.66%"
"1120705","111","1799","易威","851","719","692","660","50.00%","0人","0.00%"
"1120705","111","1813","寶利徠","772","612","604","523","30.00%","0人","0.00%"
"1120705","111","1815","富喬","830","688","658","604","25.00%","10人","1.03%"
"1120705","111","2035","唐榮公司","1398","1156","1150","1299","7.00%","0人","0.00%"
"1120705","111","2061","風青","895","778","547","378","60.00%","0人","0.00%"
"1120705","111","2063","世鎧","791","669","662","597","0.00%","0人","0.00%"
"1120705","111","2064","晉椿","746","583","572","524","16.67%","5人","2.46%"
"1120705","111","2065","世豐","875","748","694","592","50.00%","2人","0.69%"
"1120705","111","2066","世德","700","585","526","492","15.38%","0人","0.00%"
"1120705","111","2067","嘉鋼","707","612","549","509","9.00%","0人","0.00%"
"1120705","111","2070","精湛","885","757","686","626","28.00%","1人","0.80%"
"1120705","111","2073","雄順","","","","","16.67%","0人","0.00%"
"1120705","111","2221","大甲","826","691","664","554","26.83%","1人","0.37%"
"1120705","111","2230","泰茂","647","565","476","453","20.00%","0人","0.00%"
"1120705","111","2235","謚源","655","557","510","461","20.00%","0人","0.00%"
"1120705","111","2596","綠意","1027","874","751","786","28.57%","0人","0.00%"
"1120705","111","2640","大車隊","859","722","656","510","30.80%","381人","1.05%"
"1120705","111","2641","正德","1901","1748","1368","895","23.08%","0人","0.00%"
"1120705","111","2643","捷迅","2384","2221","715","616","62.50%","0人","0.00%"
"1120705","111","2718","晶悅","1298","1140","884","720","22.00%","0人","0.00%"
"1120705","111","2719","燦星旅","664","504","424","370","60.00%","0人","0.00%"
"1120705","111","2724","富驛-KY","","","","","62.50%","0人","0.00%"
"1120705","111","2726","雅茗-KY","","","","","50.00%","0人","0.00%"
"1120705","111","2729","瓦城","431","356","603","547","40.07%","39人","1.21%"
"1120705","111","2732","六角","828","712","600","495","48.72%","12人","4.21%"
"1120705","111","2734","易飛網","658","533","512","452","52.94%","36人","30.52%"
"1120705","111","2736","富野","552","468","404","360","58.00%","0人","0.00%"
"1120705","111","2740","天蔥","524","419","448","449","37.00%","0人","0.00%"
"1120705","111","2743","山富","531","422","393","350","40.00%","0人","0.00%"
"1120705","111","2745","五福","476","367","372","354","64.59%","0人","0.00%"
"1120705","111","2752","豆府","418","349","543","494","45.00%","20人","1.01%"
"1120705","111","2754","亞洲藏壽司","374","318","648","457","64.21%","76人","2.60%"
"1120705","111","2755","揚秦","670","572","628","534","46.55%","2人","0.45%"
"1120705","111","2756","聯發國際","902","768","712","612","46.00%","0人","0.00%"
"1120705","111","2916","滿心","632","518","503","445","45.00%","0人","0.00%"
"1120705","111","2924","宏太-KY","","","","","75.00%","16人","0.00%"
"1120705","111","2926","誠品生活","816","683","719","570","41.38%","17人","1.38%"
"1120705","111","2937","集雅社","823","692","722","606","19.23%","0人","0.00%"
"1120705","111","2947","振宇五金","559","444","462","422","25.00%","0人","0.00%"
"1120705","111","3064","泰偉","794","677","695","636","50.00%","0人","0.00%"
"1120705","111","3066","李洲","865","712","545","485","27.00%","0人","0.00%"
"1120705","111","3067","全域","1046","872","615","606","0.00%","0人","0.00%"
"1120705","111","3071","協禧","916","769","765","667","16.60%","0人","0.00%"
"1120705","111","3073","天方能源","842","730","697","695","40.00%","0人","0.00%"
"1120705","111","3078","僑威","1594","1407","991","792","20.00%","1人","0.69%"
"1120705","111","3081","聯亞","1342","1177","1008","842","8.70%","0人","0.00%"
"1120705","111","3083","網龍","950","829","769","623","21.43%","0人","0.00%"
"1120705","111","3085","新零售","734","595","532","504","33.33%","0人","0.00%"
"1120705","111","3086","華義","904","745","541","493","33.00%","0人","0.00%"
"1120705","111","3088","艾訊","1335","1148","1096","983","19.00%","1人","0.16%"
"1120705","111","3089","億杰","1158","1009","699","593","7.69%","0人","0.00%"
"1120705","111","3093","港建*","1906","1719","1171","1090","27.00%","0人","0.00%"
"1120705","111","3095","及成","805","691","645","537","27.00%","0人","0.00%"
"1120705","111","3105","穩懋","950","795","831","683","16.96%","1人","0.03%"
"1120705","111","3114","好德","1489","1285","1138","924","18.00%","0人","0.00%"
"1120705","111","3115","富榮綱","1112","920","757","516","20.00%","0人","0.00%"
"1120705","111","3118","進階","1005","853","838","705","32.50%","0人","0.00%"
"1120705","111","3122","笙泉","1394","1206","1324","1224","19.00%","0人","0.00%"
"1120705","111","3128","昇銳","780","680","642","556","30.00%","0人","0.00%"
"1120705","111","3131","弘塑","2313","2129","1707","1660","12.50%","0人","0.00%"
"1120705","111","3141","晶宏","2331","1898","1657","1489","19.61%","0人","0.00%"
"1120705","111","3147","大綜","1085","921","873","633","22.73%","0人","0.00%"
"1120705","111","3152","璟德","843","701","633","528","29.00%","0人","0.00%"
"1120705","111","3162","精確","1593","1399","542","448","7.40%","0人","0.00%"
"1120705","111","3163","波若威","1506","1328","954","761","22.58%","0人","0.00%"
"1120705","111","3169","亞信","2856","2630","2451","1862","14.29%","0人","0.00%"
"1120705","111","3171","新洲","947","814","882","483","50.00%","0人","0.00%"
"1120705","111","3176","基亞","1510","1301","910","796","8.89%","0人","0.00%"
"1120705","111","3178","公準","712","596","605","529","29.00%","12人","1.49%"
"1120705","111","3188","鑫龍騰","1642","1457","875","707","28.57%","0人","0.00%"
"1120705","111","3191","和進","1339","1157","513","581","0.00%","0人","0.00%"
"1120705","111","3202","樺晟","881","739","629","552","31.58%","0人","0.00%"
"1120705","111","3205","佰研","796","653","601","546","52.94%","3人","4.62%"
"1120705","111","3206","志豐","2645","2399","1048","1008","56.25%","0人","0.00%"
"1120705","111","3207","耀勝","1615","1447","949","832","20.00%","0人","0.00%"
"1120705","111","3211","順達","1427","1217","1160","1110","12.50%","2人","0.80%"
"1120705","111","3213","茂訊","935","810","737","649","3.29%","1人","0.34%"
"1120705","111","3217","優群","1603","1441","1077","904","37.50%","1人","0.83%"
"1120705","111","3218","大學光","1155","1009","1073","864","49.32%","3人","1.05%"
"1120705","111","3219","倚強科","1729","1531","1499","1011","0.00%","0人","0.00%"
"1120705","111","3221","台嘉碩","854","724","657","547","20.50%","0人","0.00%"
"1120705","111","3224","三顧","889","744","771","643","12.26%","0人","0.00%"
"1120705","111","3226","至寶電","595","475","496","437","33.33%","0人","0.00%"
"1120705","111","3227","原相","3230","2954","2522","2321","6.60%","0人","0.00%"
"1120705","111","3228","金麗科","1865","1657","1742","1344","22.22%","0人","0.00%"
"1120705","111","3230","錦明","927","782","667","594","63.30%","0人","0.00%"
"1120705","111","3232","昱捷","1236","1115","748","641","12.50%","0人","0.00%"
"1120705","111","3234","光環","941","785","756","654","28.00%","0人","0.00%"
"1120705","111","3236","千如","976","798","767","587","42.70%","0人","0.00%"
"1120705","111","3252","海灣","683","588","400","420","50.00%","0人","0.00%"
"1120705","111","3259","鑫創","1322","1130","1064","997","7.00%","0人","0.00%"
"1120705","111","3260","威剛","1647","1427","1298","1066","37.82%","0人","0.00%"
"1120705","111","3264","欣銓","1447","1268","1203","944","1.80%","9人","0.32%"
"1120705","111","3265","台星科","1135","984","972","768","36.60%","0人","0.00%"
"1120705","111","3268","海德威","994","855","740","658","27.27%","0人","0.00%"
"1120705","111","3272","東碩","973","825","752","607","22.95%","0人","0.00%"
"1120705","111","3276","宇環","2015","1830","1026","1029","66.67%","0人","0.00%"
"1120705","111","3284","太普高","712","583","547","513","30.77%","0人","0.00%"
"1120705","111","3285","微端","961","808","625","544","10.00%","0人","0.00%"
"1120705","111","3287","廣寰科","1127","972","722","499","28.57%","0人","0.00%"
"1120705","111","3288","點晶","1338","1167","841","439","25.00%","0人","0.00%"
"1120705","111","3289","宜特","1176","976","977","871","40.11%","969人","0.00%"
"1120705","111","3290","東浦","935","817","617","480","14.00%","0人","0.00%"
"1120705","111","3293","鈊象","3104","2839","2544","2027","16.67%","1人","0.09%"
"1120705","111","3294","英濟","998","838","779","626","12.70%","0人","0.00%"
"1120705","111","3297","杭特","726","604","588","489","28.57%","0人","0.00%"
"1120705","111","3303","岱稜","890","760","739","645","14.00%","6人","1.19%"
"1120705","111","3306","鼎天","1265","1080","987","878","5.56%","0人","0.00%"
"1120705","111","3310","佳穎","801","669","627","525","28.57%","0人","0.00%"
"1120705","111","3313","斐成","1550","1413","868","629","0.00%","0人","0.00%"
"1120705","111","3317","尼克森","2031","1822","1515","1215","27.59%","0人","0.00%"
"1120705","111","3322","建舜電","1461","1252","917","746","41.03%","0人","0.00%"
"1120705","111","3323","加百裕","968","811","738","526","9.80%","0人","0.00%"
"1120705","111","3324","雙鴻","1408","1239","1220","1071","16.00%","2人","0.04%"
"1120705","111","3325","旭品","845","700","549","516","14.82%","0人","0.00%"
"1120705","111","3332","幸康","1001","854","805","703","29.27%","0人","0.00%"
"1120705","111","3339","泰谷","831","681","497","423","0.00%","1人","0.74%"
"1120705","111","3349","寶德","1088","893","875","792","33.33%","1人","1.67%"
"1120705","111","3354","律勝","695","574","581","486","33.33%","1人","1.43%"
"1120705","111","3357","臺慶科","1023","876","798","663","16.13%","7人","1.35%"
"1120705","111","3360","尚立","1232","1014","961","955","20.00%","1人","1.45%"
"1120705","111","3362","先進光","805","683","575","513","15.94%","20人","2.78%"
"1120705","111","3363","上詮","766","627","601","469","32.65%","0人","0.00%"
"1120705","111","3372","典範","796","643","604","517","17.14%","10人","2.57%"
"1120705","111","3373","熱映","1063","968","851","768","25.00%","75人","0.00%"
"1120705","111","3374","精材","1170","1027","1030","736","16.89%","4人","0.26%"
"1120705","111","3379","彬台","912","773","747","682","33.33%","0人","0.00%"
"1120705","111","3388","崇越電","2475","2250","1387","1336","15.38%","0人","0.00%"
"1120705","111","3390","旭軟","633","552","556","488","35.71%","0人","0.00%"
"1120705","111","3402","漢科","1104","952","782","624","5.60%","0人","0.00%"
"1120705","111","3426","台興","885","749","605","512","11.00%","0人","0.00%"
"1120705","111","3430","奇鈦科","1062","839","864","806","35.71%","0人","0.00%"
"1120705","111","3434","哲固","843","681","686","594","11.11%","0人","0.00%"
"1120705","111","3438","類比科","1889","1678","1658","1494","26.00%","0人","0.00%"
"1120705","111","3441","聯一光電","1520","1083","592","579","0.00%","0人","0.00%"
"1120705","111","3444","利機","1662","1467","1095","1023","20.00%","0人","0.00%"
"1120705","111","3455","由田","1638","1441","1227","1056","18.89%","0人","0.00%"
"1120705","111","3465","進泰電子","1202","1002","844","678","42.86%","0人","0.00%"
"1120705","111","3466","致振","881","731","669","622","33.00%","0人","0.00%"
"1120705","111","3479","安勤","1396","1221","1160","997","28.57%","5人","0.02%"
"1120705","111","3483","力致","1463","1303","846","774","11.49%","4人","0.10%"
"1120705","111","3484","崧騰","1121","998","975","827","21.81%","1人","0.43%"
"1120705","111","3489","森寶","1131","968","993","880","75.00%","0人","0.00%"
"1120705","111","3490","單井","1159","997","872","675","37.00%","0人","0.00%"
"1120705","111","3491","昇達科","1088","952","729","625","23.00%","0人","0.00%"
"1120705","111","3492","長盛","1257","1081","888","911","50.00%","0人","0.00%"
"1120705","111","3498","陽程","1124","978","845","711","2.83%","0人","0.00%"
"1120705","111","3499","環天科","725","594","542","488","20.00%","0人","0.00%"
"1120705","111","3508","位速","1063","885","646","474","0.00%","0人","0.00%"
"1120705","111","3511","矽瑪","1691","1062","922","765","5.00%","0人","0.00%"
"1120705","111","3512","皇龍","1534","1334","996","957","20.00%","0人","0.00%"
"1120705","111","3516","亞帝歐","660","547","518","435","42.85%","0人","0.00%"
"1120705","111","3520","華盈","1256","1092","708","643","16.67%","0人","0.00%"
"1120705","111","3521","鴻翊","865","723","665","585","18.00%","0人","0.00%"
"1120705","111","3522","御頂","1805","1632","576","515","28.81%","15人","5.66%"
"1120705","111","3523","迎輝","782","649","594","555","10.53%","0人","0.00%"
"1120705","111","3526","凡甲","2320","2086","1455","1291","38.00%","0人","0.00%"
"1120705","111","3527","聚積","2037","1813","1623","1348","28.57%","0人","0.00%"
"1120705","111","3529","力旺","3477","3182","2958","2689","15.38%","0人","0.00%"
"1120705","111","3531","先益","935","809","798","682","30.00%","0人","0.00%"
"1120705","111","3537","堡達","1453","1292","1039","947","20.00%","0人","0.00%"
"1120705","111","3540","曜越","1043","879","785","652","25.00%","0人","0.00%"
"1120705","111","3541","西柏","1089","912","918","707","25.45%","4人","1.13%"
"1120705","111","3546","宇峻","1024","870","886","780","29.41%","0人","0.00%"
"1120705","111","3548","兆利","779","664","610","447","28.00%","1人","0.20%"
"1120705","111","3551","世禾","886","764","746","633","33.33%","15人","2.09%"
"1120705","111","3552","同致","969","832","722","611","13.89%","0人","0.00%"
"1120705","111","3555","博士旺","1254","1090","918","788","50.00%","0人","0.00%"
"1120705","111","3556","禾瑞亞","1704","1520","1482","1148","21.00%","0人","0.00%"
"1120705","111","3558","神準","1505","1366","1287","967","14.67%","3人","0.00%"
"1120705","111","3564","其陽","1329","1152","974","810","21.80%","0人","0.00%"
"1120705","111","3567","逸昌","791","607","624","527","27.78%","0人","0.00%"
"1120705","111","3570","大塚","1338","1159","1128","868","35.29%","0人","0.00%"
"1120705","111","3577","泓格","965","824","837","693","30.20%","0人","0.00%"
"1120705","111","3580","友威科","1093","931","765","651","20.00%","0人","0.00%"
"1120705","111","3581","博磊","1106","918","941","803","11.53%","0人","0.00%"
"1120705","111","3587","閎康","1350","1185","1152","1029","20.50%","0人","0.00%"
"1120705","111","3594","磐儀","934","766","777","642","21.88%","1人","0.05%"
"1120705","111","3597","映興","673","551","548","460","52.00%","2人","1.30%"
"1120705","111","3609","三一東林","807","664","669","584","25.00%","0人","0.00%"
"1120705","111","3611","鼎翰","1167","1018","887","690","20.00%","4人","1.09%"
"1120705","111","3615","安可","913","796","624","534","22.70%","0人","0.00%"
"1120705","111","3623","富晶通","678","548","575","528","20.00%","2人","1.54%"
"1120705","111","3624","光頡","836","710","722","559","30.30%","1人","0.12%"
"1120705","111","3625","西勝","1342","1116","784","577","32.00%","0人","0.00%"
"1120705","111","3628","盈正","969","826","770","671","9.09%","6人","1.81%"
"1120705","111","3629","地心引力","2353","2191","921","701","9.30%","0人","0.00%"
"1120705","111","3630","新鉅科","1087","925","770","637","6.30%","0人","0.00%"
"1120705","111","3631","晟楠","937","804","429","474","11.00%","0人","0.00%"
"1120705","111","3632","研勤","1400","1215","942","709","41.67%","0人","0.00%"
"1120705","111","3646","艾恩特","2270","1988","985","1120","25.00%","0人","0.00%"
"1120705","111","3663","鑫科","983","819","793","751","26.09%","1人","0.00%"
"1120705","111","3664","安瑞-KY","","","","","33.33%","0人","0.00%"
"1120705","111","3666","光耀","682","582","560","516","25.00%","1人","0.48%"
"1120705","111","3672","康聯訊","1089","927","873","714","16.67%","2人","1.89%"
"1120705","111","3675","德微","900","723","722","640","48.28%","4人","1.30%"
"1120705","111","3680","家登","1179","1063","1033","839","21.60%","4人","0.60%"
"1120705","111","3684","榮昌","1304","1156","691","543","37.50%","0人","0.00%"
"1120705","111","3685","元創精密","1330","1117","863","730","16.67%","14人","3.19%"
"1120705","111","3687","歐買尬","1068","938","781","694","61.11%","0人","0.00%"
"1120705","111","3689","湧德","1603","1383","1154","1059","7.41%","0人","0.00%"
"1120705","111","3691","碩禾","1060","783","811","673","32.40%","0人","0.00%"
"1120705","111","3693","營邦","1291","1154","1145","950","14.89%","0人","0.00%"
"1120705","111","3707","漢磊","1324","1123","1139","998","29.40%","0人","0.00%"
"1120705","111","3709","鑫聯大投控","3447","3187","738","616","25.00%","0人","0.00%"
"1120705","111","3710","連展投控","1291","1091","839","758","22.64%","0人","0.00%"
"1120705","111","3713","新晶投控","1790","1600","522","436","25.00%","0人","0.00%"
"1120705","111","4102","永日","815","704","659","626","29.00%","4人","2.80%"
"1120705","111","4105","東洋","1518","1255","1206","1021","42.19%","0人","0.00%"
"1120705","111","4107","邦特","786","669","613","529","24.39%","3人","0.80%"
"1120705","111","4109","加捷生醫","806","692","483","470","62.50%","0人","0.00%"
"1120705","111","4111","濟生","718","624","573","548","38.88%","0人","0.00%"
"1120705","111","4113","聯上","875","744","545","544","40.00%","0人","0.00%"
"1120705","111","4114","健喬","1304","1140","1072","797","45.79%","0人","0.00%"
"1120705","111","4116","明基醫","1155","987","889","794","30.30%","1人","0.60%"
"1120705","111","4120","友華","1490","1314","1169","1028","38.46%","0人","0.00%"
"1120705","111","4121","優盛","967","823","755","698","44.00%","0人","0.00%"
"1120705","111","4123","晟德","1057","891","882","746","42.50%","0人","0.00%"
"1120705","111","4126","太醫","686","576","579","505","56.10%","4人","0.57%"
"1120705","111","4127","天良","825","701","566","477","58.82%","0人","0.00%"
"1120705","111","4128","中天","1232","1073","988","743","72.20%","0人","0.00%"
"1120705","111","4129","聯合","977","842","720","638","31.00%","5人","0.94%"
"1120705","111","4130","健亞","1056","917","833","752","35.00%","0人","0.00%"
"1120705","111","4131","晶宇","527","434","489","537","36.00%","0人","0.00%"
"1120705","111","4138","曜亞","1090","921","934","774","25.00%","2人","1.70%"
"1120705","111","4139","馬光-KY","","","","","63.00%","1人","0.17%"
"1120705","111","4147","中裕","1485","1156","990","817","65.00%","0人","0.00%"
"1120705","111","4153","鈺緯","1072","919","780","663","18.18%","0人","0.00%"
"1120705","111","4154","樂威科-KY","","","","","42.80%","0人","0.00%"
"1120705","111","4157","太景*-KY","","","","","46.00%","0人","0.00%"
"1120705","111","4160","創源","1059","892","881","788","74.00%","1人","0.60%"
"1120705","111","4161","聿新科","751","625","548","488","6.00%","4人","2.53%"
"1120705","111","4162","智擎","2624","2281","2061","2038","20.00%","0人","0.00%"
"1120705","111","4163","鐿鈦","803","691","645","521","38.30%","9人","1.17%"
"1120705","111","4167","松瑞藥","882","732","649","601","29.60%","2人","0.10%"
"1120705","111","4168","醣聯","1127","971","712","676","50.00%","0人","0.00%"
"1120705","111","4171","瑞基","955","789","690","776","55.56%","0人","0.00%"
"1120705","111","4173","久裕","898","740","684","611","56.75%","0人","0.00%"
"1120705","111","4174","浩鼎","2064","1825","1062","961","10.00%","0人","0.00%"
"1120705","111","4175","杏一","540","444","558","503","38.46%","61人","3.59%"
"1120705","111","4183","福永生技","1010","851","684","548","29.63%","3人","2.60%"
"1120705","111","4188","安克","1324","1158","867","727","61.54%","0人","0.00%"
"1120705","111","4192","杏國","1021","866","641","621","0.00%","0人","0.00%"
"1120705","111","4198","欣大健康","1463","1348","689","546","20.00%","0人","0.00%"
"1120705","111","4205","中華食","863","723","675","659","31.10%","3人","1.00%"
"1120705","111","4207","環泰","787","674","636","623","20.00%","2人","0.13%"
"1120705","111","4303","信立","848","720","564","489","23.53%","0人","0.00%"
"1120705","111","4304","勝昱","690","566","376","410","50.00%","0人","0.00%"
"1120705","111","4305","世坤","894","770","691","627","25.00%","1人","0.09%"
"1120705","111","4401","東隆興","871","683","674","588","30.36%","2人","0.40%"
"1120705","111","4402","福大","721","606","476","462","0.00%","0人","0.00%"
"1120705","111","4406","新昕纖","627","531","506","455","4.20%","0人","0.00%"
"1120705","111","4413","飛寶企業","723","605","585","522","25.00%","0人","0.00%"
"1120705","111","4416","三圓","1150","954","833","762","25.00%","0人","0.00%"
"1120705","111","4417","金洲","960","840","634","542","25.00%","0人","0.00%"
"1120705","111","4419","元勝","1284","1107","443","400","15.38%","5人","3.01%"
"1120705","111","4420","光明","609","511","614","571","20.00%","0人","0.00%"
"1120705","111","4430","耀億","683","570","521","457","30.19%","4人","1.09%"
"1120705","111","4432","銘旺實","1121","947","920","773","56.00%","0人","0.00%"
"1120705","111","4433","興采","811","701","693","606","52.94%","0人","0.00%"
"1120705","111","4502","健信","721","607","530","506","25.00%","0人","0.00%"
"1120705","111","4503","金雨","558","456","470","419","25.00%","0人","0.00%"
"1120705","111","4506","崇友","1112","948","879","870","7.50%","21人","1.58%"
"1120705","111","4510","高鋒","737","629","624","617","0.00%","0人","0.00%"
"1120705","111","4513","福裕","799","683","603","585","11.00%","1人","0.00%"
"1120705","111","4523","永彰","918","769","682","593","4.17%","2人","0.99%"
"1120705","111","4527","方方土霖","929","783","777","739","12.00%","1人","0.42%"
"1120705","111","4528","江興鍛","634","543","663","591","24.40%","0人","0.00%"
"1120705","111","4529","淳紳","1406","1180","673","591","13.00%","0人","0.00%"
"1120705","111","4530","宏易","504","404","570","421","54.00%","0人","0.00%"
"1120705","111","4533","協易機","877","763","709","651","16.67%","7人","1.99%"
"1120705","111","4534","慶騰","653","555","529","479","20.00%","0人","0.00%"
"1120705","111","4535","至興","705","507","574","524","27.00%","0人","0.00%"
"1120705","111","4538","大詠城","850","720","706","618","33.00%","8人","6.56%"
"1120705","111","4541","晟田","730","641","660","560","13.89%","25人","3.87%"
"1120705","111","4542","科嶠","905","749","703","634","8.00%","0人","0.00%"
"1120705","111","4543","萬在","650","555","477","443","44.00%","5人","7.94%"
"1120705","111","4549","桓達","746","604","625","525","24.00%","13人","5.00%"
"1120705","111","4550","長佳","1152","961","842","744","50.00%","22人","26.51%"
"1120705","111","4554","橙的","810","678","645","546","7.00%","0人","0.00%"
"1120705","111","4556","旭然","826","706","640","501","42.42%","0人","0.00%"
"1120705","111","4558","寶緯","639","518","602","494","19.00%","0人","0.00%"
"1120705","111","4561","健椿","774","663","603","523","40.00%","0人","0.00%"
"1120705","111","4563","百德","1054","905","794","747","15.38%","0人","0.00%"
"1120705","111","4568","科際精密","1338","1165","886","758","11.00%","0人","0.00%"
"1120705","111","4577","達航科技","1425","1247","824","785","18.75%","3人","0.02%"
"1120705","111","4580","捷流閥業","1056","915","861","753","25.00%","3人","0.01%"
"1120705","111","4584","君帆","807","686","626","530","27.91%","1人","0.68%"
"1120705","111","4609","唐鋒","1015","890","740","710","37.50%","0人","0.00%"
"1120705","111","4702","中美實","1102","917","737","754","50.00%","0人","0.00%"
"1120705","111","4706","大恭","908","717","713","678","37.50%","8人","3.72%"
"1120705","111","4707","磐亞","965","813","777","673","27.78%","2人","1.80%"
"1120705","111","4711","永純","901","754","688","688","28.00%","0人","0.00%"
"1120705","111","4712","南璋","770","651","683","455","66.67%","0人","0.00%"
"1120705","111","4714","永捷","1102","965","594","520","12.50%","0人","0.00%"
"1120705","111","4716","大立","706","561","547","515","25.00%","1人","1.00%"
"1120705","111","4721","美琪瑪","1249","1062","811","693","15.39%","0人","0.00%"
"1120705","111","4726","永昕","1030","890","867","778","42.86%","383人","0.52%"
"1120705","111","4728","雙美","1006","873","826","670","35.30%","2人","1.00%"
"1120705","111","4729","熒茂","672","553","567","500","0.50%","9人","2.30%"
"1120705","111","4735","豪展","1295","1136","689","571","8.64%","0人","0.00%"
"1120705","111","4736","泰博","1239","1093","713","572","1.10%","0人","0.00%"
"1120705","111","4741","泓瀚","750","633","572","473","30.00%","1人","0.63%"
"1120705","111","4743","合一","1548","1238","986","772","72.20%","0人","0.00%"
"1120705","111","4744","皇將","901","793","465","439","32.00%","0人","0.00%"
"1120705","111","4745","合富-KY","","","","","58.33%","0人","0.00%"
"1120705","111","4747","強生製藥","746","638","591","537","44.44%","0人","0.00%"
"1120705","111","4754","國碳科","1103","947","570","402","29.00%","0人","0.00%"
"1120705","111","4760","勤凱科技","657","526","486","404","36.36%","0人","0.00%"
"1120705","111","4767","誠泰科技","1127","968","791","742","29.00%","0人","0.00%"
"1120705","111","4768","晶呈科技","1280","1102","781","626","42.86%","0人","0.00%"
"1120705","111","4804","大略-KY","","","","","20.00%","0人","0.00%"
"1120705","111","4806","昇華","784","675","438","379","0.00%","0人","0.00%"
"1120705","111","4903","聯光通","1080","907","524","589","23.07%","0人","0.00%"
"1120705","111","4905","台聯電","903","759","622","461","42.86%","0人","0.00%"
"1120705","111","4907","富宇","1514","1332","907","854","22.22%","0人","0.00%"
"1120705","111","4908","前鼎","898","767","745","550","24.49%","1人","0.30%"
"1120705","111","4909","新復興","598","505","495","477","0.00%","0人","0.00%"
"1120705","111","4911","德英","705","588","444","423","38.00%","0人","0.00%"
"1120705","111","4923","力士","1572","1409","1015","834","33.33%","0人","0.00%"
"1120705","111","4924","欣厚-KY","","","","","25.00%","0人","0.00%"
"1120705","111","4931","新盛力","827","696","663","494","49.30%","2人","0.60%"
"1120705","111","4933","友輝","801","677","623","576","3.25%","3人","0.74%"
"1120705","111","4939","亞電","1808","1576","1586","1603","22.00%","0人","0.00%"
"1120705","111","4944","兆遠","901","775","695","606","34.38%","0人","0.00%"
"1120705","111","4945","陞達科技","1761","1560","1170","1102","29.17%","0人","0.00%"
"1120705","111","4946","辣椒","1019","863","698","645","33.33%","0人","0.00%"
"1120705","111","4950","牧東","1094","957","669","476","28.57%","0人","0.00%"
"1120705","111","4951","精拓科","1979","1752","1586","1544","21.74%","0人","0.00%"
"1120705","111","4953","緯軟","1016","862","888","800","55.00%","0人","0.00%"
"1120705","111","4966","譜瑞-KY","","","","","19.60%","0人","0.00%"
"1120705","111","4971","IET-KY","","","","","19.00%","0人","0.00%"
"1120705","111","4972","湯石照明","1191","1033","792","784","47.00%","1人","0.16%"
"1120705","111","4973","廣穎電通","936","794","743","524","24.64%","0人","0.00%"
"1120705","111","4974","亞泰","2673","2460","1737","1576","43.00%","0人","0.00%"
"1120705","111","4979","華星光","755","630","587","507","0.00%","382人","0.00%"
"1120705","111","4987","科誠","887","761","669","542","50.00%","0人","0.00%"
"1120705","111","4991","環宇-KY","","","","","21.05%","2人","1.06%"
"1120705","111","4995","晶達","998","862","753","652","3.90%","0人","0.00%"
"1120705","111","5009","榮剛","1231","1071","992","965","0.80%","10人","1.04%"
"1120705","111","5011","久陽","836","708","654","571","65.00%","1人","0.47%"
"1120705","111","5013","強新","937","792","763","722","12.73%","5人","1.07%"
"1120705","111","5014","建錩","1062","849","765","612","12.33%","1人","1.37%"
"1120705","111","5015","華祺","905","793","729","601","5.35%","2人","1.06%"
"1120705","111","5016","松和","857","721","701","641","23.08%","5人","1.72%"
"1120705","111","5201","凱衛","1064","903","831","754","18.00%","3人","2.00%"
"1120705","111","5202","力新","1169","945","805","708","44.45%","0人","0.00%"
